"Country","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered"
"Libya",2021-01-10,51,104745,3331,1581,71,80292,5911
"Liechtenstein",2021-01-10,51,2403,121,50,6,2108,298
"Lithuania",2021-01-10,51,161741,13539,2203,265,121607,18578
"Luxembourg",2021-01-10,51,47744,1329,527,32,44482,3504
"Macao",2021-01-10,51,46,0,0,0,46,0
"Madagascar",2021-01-10,51,18001,234,267,5,17447,149
"Malawi",2021-01-10,51,8575,1731,225,30,5826,111
"Malaysia",2021-01-10,51,135992,16915,551,57,108108,10891
"Maldives",2021-01-10,51,14109,242,49,1,13336,145
"Mali",2021-01-10,51,7600,347,298,20,5291,378
"Malta",2021-01-10,51,14396,1314,233,13,11841,566
"MarshallIslands",2021-01-10,51,4,0,0,0,4,0
"Mauritania",2021-01-10,51,15512,718,384,26,13435,1299
"Mauritius",2021-01-10,51,539,12,10,0,514,18
"Mexico",2021-01-10,51,1534039,85284,133706,6493,1150422,51991
"Moldova",2021-01-10,51,149391,3518,3139,102,138440,5193
"Monaco",2021-01-10,51,1057,150,4,1,850,117
"Mongolia",2021-01-10,51,1442,156,2,1,896,18
"Montenegro",2021-01-10,51,52431,3236,725,36,42288,2941
"Morocco",2021-01-10,51,452532,9386,7743,258,424896,11503
"Mozambique",2021-01-10,51,21939,2630,192,23,17535,770
"MSZaandam",2021-01-10,51,9,0,2,0,7,0
"Namibia",2021-01-10,51,28259,3143,254,39,24292,3237
"Nepal",2021-01-10,51,264780,2921,1917,39,258441,3947
"Netherlands",2021-01-10,51,885098,52396,12461,754,10952,1033
"NewZealand",2021-01-10,51,2222,41,25,0,2120,36
"Nicaragua",2021-01-10,51,6097,51,166,1,4225,0
"Niger",2021-01-10,51,3877,412,126,16,2386,400
"Nigeria",2021-01-10,51,100087,10007,1358,47,80030,4986
"NorthMacedonia",2021-01-10,51,86494,2470,2622,92,67453,4524
"Norway",2021-01-10,51,55474,4758,472,36,17998,0
"Oman",2021-01-10,51,130608,1204,1508,7,122867,601
"Pakistan",2021-01-10,51,504293,15764,10676,326,458371,15914
"Panama",2021-01-10,51,279196,25460,4455,315,219144,17328
"PapuaNewGuinea",2021-01-10,51,811,12,9,0,755,0
"Paraguay",2021-01-10,51,115733,6660,2406,114,91443,6606
"Peru",2021-01-10,51,1026180,8081,94976,1401,968335,9653
"Philippines",2021-01-10,51,487690,9883,9405,148,458198,9940
"Poland",2021-01-10,51,1385522,66960,31189,2070,1123318,60225
"Portugal",2021-01-10,51,483689,56435,7803,685,369108,26573
"Qatar",2021-01-10,51,145865,1428,246,1,142695,887
"RepublicofKorea",2021-01-10,51,69114,4850,1140,159,52552,7312
"Romania",2021-01-10,51,671284,30855,16654,675,598610,23713
"Russia",2021-01-10,51,3366715,162972,60963,3233,2750102,158165
"Rwanda",2021-01-10,51,9630,954,120,19,6974,222
"SaintKittsandNevis",2021-01-10,51,34,1,0,0,31,0
"SaintLucia",2021-01-10,51,438,85,5,0,309,20
"SaintVincentandtheGrenadines",2021-01-10,51,249,125,0,0,100,0
"Samoa",2021-01-10,51,2,0,0,0,2,0
"SanMarino",2021-01-10,51,2650,187,64,3,2220,178
"SaoTomeandPrincipe",2021-01-10,51,1066,42,17,0,988,7
"SaudiArabia",2021-01-10,51,363809,748,6291,45,355548,1105
"Senegal",2021-01-10,51,21245,1548,465,44,18218,703
"Serbia",2021-01-10,51,359689,15819,3582,257,0,0
"Seychelles",2021-01-10,51,502,218,1,1,214,0
"SierraLeone",2021-01-10,51,2834,161,77,1,1983,73
"Singapore",2021-01-10,51,58907,210,29,0,58636,149
"Slovakia",2021-01-10,51,335804,46654,2918,601,147275,17281
"Slovenia",2021-01-10,51,139281,14195,2998,195,111864,8757
"SolomonIslands",2021-01-10,51,17,0,0,0,10,5
"Somalia",2021-01-10,51,4726,12,130,0,3639,27
"SouthAfrica",2021-01-10,51,1231597,130849,33163,3586,966368,62689
"SouthSudan",2021-01-10,51,3649,91,63,0,3165,34
"Spain",2021-01-10,51,2050360,122095,51874,1037,150376,0
"SriLanka",2021-01-10,51,48380,3606,232,21,41325,4073
"Sudan",2021-01-10,51,27494,1455,1468,0,13524,0
"Suriname",2021-01-10,51,7008,615,133,10,6276,393
"Sweden",2021-01-10,51,489471,52092,9433,706,0,0
"Switzerland",2021-01-10,51,477983,25687,8524,439,317600,0
"Syria",2021-01-10,51,12364,654,774,45,6029,483
"Taiwan",2021-01-10,51,828,16,7,0,720,31
"Tajikistan",2021-01-10,51,13707,33,91,0,13215,235
"Tanzania",2021-01-10,51,509,0,21,0,183,0
"Thailand",2021-01-10,51,10547,2108,67,2,6566,2214
"TimorLeste",2021-01-10,51,49,3,0,0,41,9
"Togo",2021-01-10,51,3957,255,72,4,3614,140
"TrinidadandTobago",2021-01-10,51,7265,97,128,1,6857,167
"Tunisia",2021-01-10,51,159276,15732,5215,415,117701,10652
"Turkey",2021-01-10,51,2326256,84344,22807,1319,2198150,61616
"Uganda",2021-01-10,51,37742,1820,301,27,12852,815
"Ukraine",2021-01-10,51,1150265,43128,20641,1011,820385,64575
"UnitedArabEmirates",2021-01-10,51,230578,17347,708,29,206114,16405
"UnitedKingdom",2021-01-10,51,3081372,418669,81567,6430,7013,916
"Uruguay",2021-01-10,51,26186,5363,256,52,19013,3888
"US",2021-01-10,51,22564561,1734730,381069,23085,0,0
"Uzbekistan",2021-01-10,51,77572,314,617,3,76014,577
"Vanuatu",2021-01-10,51,1,0,0,0,1,0
"Venezuela",2021-01-10,51,116610,2380,1061,27,110126,1858
"Vietnam",2021-01-10,51,1514,20,35,0,1361,22
"WestBankandGaza",2021-01-10,51,147400,6181,1604,134,131117,9554
"Yemen",2021-01-10,51,2104,3,611,1,1407,8
"Zambia",2021-01-10,51,27728,6146,469,75,20598,1515
"Zimbabwe",2021-01-10,51,21477,6212,507,127,12582,1008
"Afghanistan",2021-01-17,52,53984,495,2339,62,45868,1920
"Albania",2021-01-17,52,67690,4095,1277,36,40453,2805
"Algeria",2021-01-17,52,103833,1689,2836,29,70554,1342
"Andorra",2021-01-17,52,9083,497,91,6,8154,430
"Angola",2021-01-17,52,18875,682,436,20,16347,2475
"AntiguaandBarbuda",2021-01-17,52,189,13,6,1,156,4
"Argentina",2021-01-17,52,1799243,77026,45407,912,1583465,71715
"Armenia",2021-01-17,52,164586,2455,2992,63,152772,3460
"Australia",2021-01-17,52,28721,107,909,0,22692,71
"Austria",2021-01-17,52,393778,13056,7082,359,369218,15469
"Azerbaijan",2021-01-17,52,227273,2622,3009,100,215268,6587
"Bahamas",2021-01-17,52,8032,63,175,0,6525,212
"Bahrain",2021-01-17,52,97607,2049,360,4,94297,1935
"Bangladesh",2021-01-17,52,527632,5179,7906,125,472437,5636
"Barbados",2021-01-17,52,1095,217,7,0,493,104
"Belarus",2021-01-17,52,225461,13260,1582,65,209208,14224
"Belgium",2021-01-17,52,678839,14576,20435,357,0,0
"Belize",2021-01-17,52,11580,277,281,7,10694,297
"Benin",2021-01-17,52,3413,109,46,2,3245,60
"Bhutan",2021-01-17,52,842,29,1,0,574,115
"Bolivia",2021-01-17,52,187183,13287,9636,260,143437,5350
"BosniaandHerzegovina",2021-01-17,52,117011,1378,4411,81,84650,3025
"Botswana",2021-01-17,52,17365,1315,71,23,13519,592
"Brazil",2021-01-17,52,8492403,382285,209993,6734,7509009,277673
"Brunei",2021-01-17,52,174,1,3,0,168,15
"Bulgaria",2021-01-17,52,211813,3302,8483,357,156722,21463
"BurkinaFaso",2021-01-17,52,9188,1106,102,13,7391,1546
"Burma",2021-01-17,52,134318,3714,2955,109,117663,3614
"Burundi",2021-01-17,52,1236,250,2,0,773,0
"Cambodia",2021-01-17,52,439,48,0,0,386,12
"Cameroon",2021-01-17,52,28010,1162,455,7,26861,1969
"Canada",2021-01-17,52,714316,47941,18106,1032,621857,56808
"CapeVerde",2021-01-17,52,12993,601,119,5,12219,486
"CentralAfricanRepublic",2021-01-17,52,4973,0,63,0,4885,0
"Chad",2021-01-17,52,2895,358,111,4,2130,165
"Chile",2021-01-17,52,669832,27909,17477,381,626528,23667
"China",2021-01-17,52,88336,800,4635,1,82401,173
"Colombia",2021-01-17,52,1908413,121513,48631,2517,1729633,108614
"Comoros",2021-01-17,52,1592,442,45,27,1075,215
"Congo",2021-01-17,52,7709,582,114,6,5846,0
"CostaRica",2021-01-17,52,184187,6573,2416,111,141374,5291
"CotedIvoire",2021-01-17,52,25241,1491,141,2,23331,761
"Croatia",2021-01-17,52,224954,4961,4616,248,216280,6154
"Cuba",2021-01-17,52,18151,3575,170,19,13543,1680
"Cyprus",2021-01-17,52,29268,1800,168,20,2057,0
"Czechia",2021-01-17,52,889159,57994,14338,1223,726409,68905
"DemocraticRepublicoftheCongo",2021-01-17,52,20908,1472,631,20,14807,64
"Denmark",2021-01-17,52,189767,7606,1776,205,169049,14849
"DiamondPrincess",2021-01-17,52,712,0,13,0,699,0
"Djibouti",2021-01-17,52,5905,34,61,0,5822,42
"Dominica",2021-01-17,52,110,4,0,0,102,4
"DominicanRepublic",2021-01-17,52,193118,11015,2437,10,143050,4974
"Ecuador",2021-01-17,52,231482,10412,14319,142,199332,8982
"Egypt",2021-01-17,52,156397,6605,8583,386,122993,4093
"ElSalvador",2021-01-17,52,51107,2202,1487,68,44777,1421
"EquatorialGuinea",2021-01-17,52,5356,67,86,0,5189,35
"Eritrea",2021-01-17,52,1877,321,6,0,1073,333
"Estonia",2021-01-17,52,37079,3563,325,42,26443,3567
"Eswatini",2021-01-17,52,12944,1509,376,81,8222,546
"Ethiopia",2021-01-17,52,131195,2879,2030,36,116147,2773
"Fiji",2021-01-17,52,55,2,2,0,53,6
"Finland",2021-01-17,52,40337,1747,618,32,31000,0
"France",2021-01-17,52,2969034,128208,70421,2537,215269,6915
"Gabon",2021-01-17,52,9899,205,66,0,9658,160
"Gambia",2021-01-17,52,3910,53,127,2,3692,15
"Georgia",2021-01-17,52,247805,8576,2933,160,232993,7658
"Germany",2021-01-17,52,2050129,120719,46901,5965,1709540,142633
"Ghana",2021-01-17,52,57714,1942,346,10,55592,1154
"Greece",2021-01-17,52,148607,3869,5469,206,93764,0
"Grenada",2021-01-17,52,139,12,1,0,129,22
"Guatemala",2021-01-17,52,148888,5645,5254,229,134344,3327
"Guinea",2021-01-17,52,14114,172,81,0,13338,115
"GuineaBissau",2021-01-17,52,2509,31,45,0,2405,5
"Guyana",2021-01-17,52,6908,334,170,1,6165,129
"Haiti",2021-01-17,52,10781,540,240,3,8920,152
"HolySee",2021-01-17,52,27,0,0,0,15,0
"Honduras",2021-01-17,52,134111,6166,3354,81,60132,1344
"HongKong",2021-01-17,52,9557,315,162,4,8758,335
"Hungary",2021-01-17,52,351828,9591,11341,693,228615,30679
"Iceland",2021-01-17,52,5956,66,29,0,5767,49
"India",2021-01-17,52,10571773,105178,152419,1259,10211342,118433
"Indonesia",2021-01-17,52,907929,79903,25987,1858,736460,55436
"Iran",2021-01-17,52,1330411,44005,56803,632,1119137,44250
"Iraq",2021-01-17,52,608232,5294,12944,49,569429,12687
"Ireland",2021-01-17,52,172726,25113,2608,264,23364,0
"Israel",2021-01-17,52,551689,60370,4005,334,467017,47110
"Italy",2021-01-17,52,2381277,104786,82177,3422,1745726,127922
"Jamaica",2021-01-17,52,14161,613,324,12,11709,280
"Japan",2021-01-17,52,331195,42051,4525,458,248332,27952
"Jordan",2021-01-17,52,314514,7305,4145,121,298868,10083
"Kazakhstan",2021-01-17,52,215947,6578,2956,71,188116,5130
"Kenya",2021-01-17,52,99162,891,1731,21,83350,2475
"Kosovo",2021-01-17,52,55851,2075,1410,33,49271,3010
"Kuwait",2021-01-17,52,157777,3463,947,4,151142,2135
"Kyrgyzstan",2021-01-17,52,83178,905,1387,18,79104,1202
"Laos",2021-01-17,52,41,0,0,0,41,1
"Latvia",2021-01-17,52,55664,6096,978,129,41817,6046
"Lebanon",2021-01-17,52,252812,33516,1906,300,153038,10799
"Lesotho",2021-01-17,52,6371,434,93,8,1635,63
"Liberia",2021-01-17,52,1887,87,84,1,1701,295
"Libya",2021-01-17,52,109088,4343,1665,84,86125,5833
"Liechtenstein",2021-01-17,52,2452,49,50,0,2264,156
"Lithuania",2021-01-17,52,170036,8295,2450,247,138778,17171
"Luxembourg",2021-01-17,52,48630,886,549,22,45654,1172
"Macao",2021-01-17,52,46,0,0,0,46,0
"Madagascar",2021-01-17,52,18301,300,273,6,17609,162
"Malawi",2021-01-17,52,12470,3895,314,89,6036,210
"Malaysia",2021-01-17,52,158434,22442,601,50,120050,11942
"Maldives",2021-01-17,52,14513,404,49,0,13540,204
"Mali",2021-01-17,52,7839,239,310,12,5562,271
"Malta",2021-01-17,52,15588,1192,239,6,12596,755
"MarshallIslands",2021-01-17,52,4,0,0,0,4,0
"Mauritania",2021-01-17,52,16039,527,402,18,14504,1069
"Mauritius",2021-01-17,52,547,8,10,0,516,2
"Mexico",2021-01-17,52,1641428,107389,140704,6998,1223108,72686
"Moldova",2021-01-17,52,152854,3463,3250,111,143150,4710
"Monaco",2021-01-17,52,1205,148,7,3,995,145
"Mongolia",2021-01-17,52,1526,84,2,0,967,71
"Montenegro",2021-01-17,52,55493,3062,745,20,45348,3060
"Morocco",2021-01-17,52,459671,7139,7942,199,434925,10029
"Mozambique",2021-01-17,52,26551,4612,241,49,18607,1072
"MSZaandam",2021-01-17,52,9,0,2,0,7,0
"Namibia",2021-01-17,52,30363,2104,285,31,26931,2639
"Nepal",2021-01-17,52,267322,2542,1959,42,261444,3003
"Netherlands",2021-01-17,52,925355,40257,13107,646,11890,938
"NewZealand",2021-01-17,52,2262,40,25,0,2152,32
"Nicaragua",2021-01-17,52,6152,55,167,1,4225,0
"Niger",2021-01-17,52,4156,279,140,14,3044,658
"Nigeria",2021-01-17,52,110387,10300,1435,77,89317,9287
"NorthMacedonia",2021-01-17,52,88938,2444,2702,80,73601,6148
"Norway",2021-01-17,52,58651,3177,517,45,17998,0
"Oman",2021-01-17,52,131790,1182,1512,4,124067,1200
"Pakistan",2021-01-17,52,521211,16918,10997,321,475228,16857
"Panama",2021-01-17,52,298019,18823,4787,332,238999,19855
"PapuaNewGuinea",2021-01-17,52,834,23,9,0,755,0
"Paraguay",2021-01-17,52,122160,6427,2506,100,97588,6145
"Peru",2021-01-17,52,1060567,34387,97003,2027,978072,9737
"Philippines",2021-01-17,52,500577,12887,9895,490,465991,7793
"Poland",2021-01-17,52,1435582,50060,33355,2166,1181326,58008
"Portugal",2021-01-17,52,549801,66112,8861,1058,406929,37821
"Qatar",2021-01-17,52,147277,1412,246,0,143858,1163
"RepublicofKorea",2021-01-17,52,72729,3615,1264,124,58723,6171
"Romania",2021-01-17,52,693644,22360,17221,567,622414,23804
"Russia",2021-01-17,52,3530379,163664,64601,3638,2929255,179153
"Rwanda",2021-01-17,52,11032,1402,142,22,7363,389
"SaintKittsandNevis",2021-01-17,52,34,0,0,0,32,1
"SaintLucia",2021-01-17,52,611,173,8,3,329,20
"SaintVincentandtheGrenadines",2021-01-17,52,478,229,1,1,111,11
"Samoa",2021-01-17,52,2,0,0,0,2,0
"SanMarino",2021-01-17,52,2778,128,65,1,2455,235
"SaoTomeandPrincipe",2021-01-17,52,1142,76,17,0,993,5
"SaudiArabia",2021-01-17,52,364929,1120,6323,32,356687,1139
"Senegal",2021-01-17,52,23028,1783,515,50,19224,1006
"Serbia",2021-01-17,52,372533,12844,3750,168,0,0
"Seychelles",2021-01-17,52,689,187,1,0,539,325
"SierraLeone",2021-01-17,52,3006,172,77,0,2082,99
"Singapore",2021-01-17,52,59113,206,29,0,58846,210
"Slovakia",2021-01-17,52,366395,30591,3474,556,168915,21640
"Slovenia",2021-01-17,52,149125,9844,3180,182,122008,10144
"SolomonIslands",2021-01-17,52,17,0,0,0,10,0
"Somalia",2021-01-17,52,4744,18,130,0,3666,27
"SouthAfrica",2021-01-17,52,1337926,106329,37105,3942,1098441,132073
"SouthSudan",2021-01-17,52,3693,44,63,0,3181,16
"Spain",2021-01-17,52,2252164,201804,53314,1440,150376,0
"SriLanka",2021-01-17,52,53062,4682,264,32,45171,3846
"Sudan",2021-01-17,52,28233,739,1603,135,15688,2164
"Suriname",2021-01-17,52,7527,519,141,8,6758,482
"Sweden",2021-01-17,52,523486,34015,10323,890,0,0
"Switzerland",2021-01-17,52,495228,17245,8920,396,317600,0
"Syria",2021-01-17,52,13036,672,832,58,6548,519
"Taiwan",2021-01-17,52,855,27,7,0,755,35
"Tajikistan",2021-01-17,52,13714,7,91,0,13218,3
"Tanzania",2021-01-17,52,509,0,21,0,183,0
"Thailand",2021-01-17,52,12423,1876,70,3,9206,2640
"TimorLeste",2021-01-17,52,52,3,0,0,49,8
"Togo",2021-01-17,52,4302,345,73,1,3775,161
"TrinidadandTobago",2021-01-17,52,7393,128,132,4,6930,73
"Tunisia",2021-01-17,52,180090,20814,5692,477,128992,11291
"Turkey",2021-01-17,52,2387101,60845,23997,1190,2262864,64714
"Uganda",2021-01-17,52,38085,343,304,3,13083,231
"Ukraine",2021-01-17,52,1198512,48247,21767,1126,897136,76751
"UnitedArabEmirates",2021-01-17,52,253261,22683,745,37,225374,19260
"UnitedKingdom",2021-01-17,52,3405744,324372,89429,7862,8046,1033
"Uruguay",2021-01-17,52,32378,6192,311,55,23910,4897
"US",2021-01-17,52,24094432,1529871,404484,23415,0,0
"Uzbekistan",2021-01-17,52,77968,396,619,2,76436,422
"Vanuatu",2021-01-17,52,1,0,0,0,1,0
"Venezuela",2021-01-17,52,119803,3193,1106,45,113002,2876
"Vietnam",2021-01-17,52,1537,23,35,0,1380,19
"WestBankandGaza",2021-01-17,52,152031,4631,1718,114,139131,8014
"Yemen",2021-01-17,52,2112,8,612,1,1419,12
"Zambia",2021-01-17,52,37605,9877,546,77,26159,5561
"Zimbabwe",2021-01-17,52,27203,5726,713,206,16512,3930
"Afghanistan",2021-01-24,53,54595,611,2378,39,47298,1430
"Albania",2021-01-24,53,72274,4584,1315,38,43890,3437
"Algeria",2021-01-24,53,105596,1763,2863,27,71945,1391
"Andorra",2021-01-24,53,9549,466,96,5,8652,498
"Angola",2021-01-24,53,19399,524,459,23,17266,919
"AntiguaandBarbuda",2021-01-24,53,198,9,6,0,163,7
"Argentina",2021-01-24,53,1867223,67980,46827,1420,1656149,72684
"Armenia",2021-01-24,53,166036,1450,3039,47,154708,1936
"Australia",2021-01-24,53,28777,56,909,0,22759,67
"Austria",2021-01-24,53,404714,10936,7418,336,381654,12436
"Azerbaijan",2021-01-24,53,228975,1702,3082,73,220292,5024
"Bahamas",2021-01-24,53,8101,69,175,0,6720,195
"Bahrain",2021-01-24,53,99817,2210,367,7,96532,2235
"Bangladesh",2021-01-24,53,531799,4167,8023,117,476413,3976
"Barbados",2021-01-24,53,1387,292,9,2,634,141
"Belarus",2021-01-24,53,237611,12150,1649,67,223553,14345
"Belgium",2021-01-24,53,693666,14827,20779,344,0,0
"Belize",2021-01-24,53,11750,170,290,9,11071,377
"Benin",2021-01-24,53,3643,230,48,2,3317,72
"Bhutan",2021-01-24,53,855,13,1,0,725,151
"Bolivia",2021-01-24,53,201037,13854,9985,349,150439,7002
"BosniaandHerzegovina",2021-01-24,53,119420,2409,4555,144,90691,6041
"Botswana",2021-01-24,53,19654,2289,105,34,15911,2392
"Brazil",2021-01-24,53,8850334,357931,217182,7189,7821376,312367
"Brunei",2021-01-24,53,175,1,3,0,169,1
"Bulgaria",2021-01-24,53,214817,3004,8820,337,179068,22346
"BurkinaFaso",2021-01-24,53,10038,850,112,10,8088,697
"Burma",2021-01-24,53,137574,3256,3062,107,121558,3895
"Burundi",2021-01-24,53,1472,236,2,0,773,0
"Cambodia",2021-01-24,53,458,19,0,0,409,23
"Cameroon",2021-01-24,53,29617,1607,462,7,28045,1184
"Canada",2021-01-24,53,752510,38194,19119,1013,670938,49081
"CapeVerde",2021-01-24,53,13489,496,127,8,12710,491
"CentralAfricanRepublic",2021-01-24,53,4980,7,63,0,4885,0
"Chad",2021-01-24,53,3161,266,116,5,2255,125
"Chile",2021-01-24,53,699110,29278,17933,456,654101,27573
"China",2021-01-24,53,89115,779,4635,0,82629,228
"Colombia",2021-01-24,53,2015485,107072,51374,2743,1832168,102535
"Comoros",2021-01-24,53,2268,676,71,26,1340,265
"Congo",2021-01-24,53,7794,85,117,3,5846,0
"CostaRica",2021-01-24,53,189308,5121,2518,102,146448,5074
"CotedIvoire",2021-01-24,53,26850,1609,146,5,24762,1431
"Croatia",2021-01-24,53,228920,3966,4827,211,221097,4817
"Cuba",2021-01-24,53,21261,3110,194,24,16387,2844
"Cyprus",2021-01-24,53,30344,1076,184,16,2057,0
"Czechia",2021-01-24,53,937617,48458,15369,1031,814903,88494
"DemocraticRepublicoftheCongo",2021-01-24,53,21869,961,661,30,14905,98
"Denmark",2021-01-24,53,195353,5586,1984,208,180799,11750
"DiamondPrincess",2021-01-24,53,712,0,13,0,699,0
"Djibouti",2021-01-24,53,5919,14,61,0,5837,15
"Dominica",2021-01-24,53,113,3,0,0,105,3
"DominicanRepublic",2021-01-24,53,203946,10828,2531,94,147886,4836
"Ecuador",2021-01-24,53,241292,9810,14623,304,204071,4739
"Egypt",2021-01-24,53,161817,5420,8959,376,126497,3504
"ElSalvador",2021-01-24,53,53218,2111,1561,74,46845,2068
"EquatorialGuinea",2021-01-24,53,5401,45,86,0,5197,8
"Eritrea",2021-01-24,53,1940,63,6,0,1304,231
"Estonia",2021-01-24,53,40716,3637,376,51,30010,3567
"Eswatini",2021-01-24,53,14484,1540,479,103,9242,1020
"Ethiopia",2021-01-24,53,133767,2572,2066,36,119416,3269
"Fiji",2021-01-24,53,55,0,2,0,53,0
"Finland",2021-01-24,53,42580,2243,644,26,31000,0
"France",2021-01-24,53,3112176,143142,73189,2768,223080,7811
"Gabon",2021-01-24,53,10278,379,67,1,9902,244
"Gambia",2021-01-24,53,3972,62,128,1,3703,11
"Georgia",2021-01-24,53,253518,5713,3055,122,242085,9092
"Germany",2021-01-24,53,2147769,97640,52296,5395,1840970,131430
"Ghana",2021-01-24,53,60794,3080,367,21,57141,1549
"Greece",2021-01-24,53,151980,3373,5646,177,93764,0
"Grenada",2021-01-24,53,147,8,1,0,135,6
"Guatemala",2021-01-24,53,154212,5324,5465,211,138460,4116
"Guinea",2021-01-24,53,14319,205,81,0,13694,356
"GuineaBissau",2021-01-24,53,2532,23,45,0,2421,16
"Guyana",2021-01-24,53,7298,390,172,2,6370,205
"Haiti",2021-01-24,53,11099,318,243,3,8986,66
"HolySee",2021-01-24,53,27,0,0,0,15,0
"Honduras",2021-01-24,53,140929,6818,3447,93,60469,337
"HongKong",2021-01-24,53,10085,528,169,7,9034,276
"Hungary",2021-01-24,53,359574,7746,11968,627,241472,12857
"Iceland",2021-01-24,53,5981,25,29,0,5868,101
"India",2021-01-24,53,10667736,95963,153470,1051,10330084,118742
"Indonesia",2021-01-24,53,989262,81333,27835,1848,798810,62350
"Iran",2021-01-24,53,1372977,42566,57383,580,1164794,45657
"Iraq",2021-01-24,53,613763,5531,12993,49,581542,12113
"Ireland",2021-01-24,53,187554,14828,2970,362,23364,0
"Israel",2021-01-24,53,597403,45714,4419,414,524817,57800
"Italy",2021-01-24,53,2466813,85536,85461,3284,1882074,136348
"Jamaica",2021-01-24,53,14879,718,336,12,11870,161
"Japan",2021-01-24,53,366466,35271,5120,595,290386,42054
"Jordan",2021-01-24,53,320453,5939,4224,79,307707,8839
"Kazakhstan",2021-01-24,53,225891,9944,3035,79,195496,7380
"Kenya",2021-01-24,53,99983,821,1744,13,82969,-381
"Kosovo",2021-01-24,53,57317,1466,1447,37,50489,1218
"Kuwait",2021-01-24,53,161285,3508,952,5,154253,3111
"Kyrgyzstan",2021-01-24,53,83900,722,1400,13,79927,823
"Laos",2021-01-24,53,41,0,0,0,41,0
"Latvia",2021-01-24,53,61008,5344,1111,133,48134,6317
"Lebanon",2021-01-24,53,279597,26785,2320,414,165729,12691
"Lesotho",2021-01-24,53,7656,1285,123,30,2168,533
"Liberia",2021-01-24,53,1914,27,84,0,1714,13
"Libya",2021-01-24,53,113688,4600,1763,98,92250,6125
"Liechtenstein",2021-01-24,53,2511,59,53,3,2322,58
"Lithuania",2021-01-24,53,176702,6666,2654,204,152470,13692
"Luxembourg",2021-01-24,53,49438,808,562,13,46656,1002
"Macao",2021-01-24,53,47,1,0,0,46,0
"Madagascar",2021-01-24,53,18743,442,279,6,17930,321
"Malawi",2021-01-24,53,19395,6925,508,194,6699,663
"Malaysia",2021-01-24,53,183801,25367,678,77,141445,21395
"Maldives",2021-01-24,53,14993,480,51,2,13849,309
"Mali",2021-01-24,53,7983,144,323,13,5717,155
"Malta",2021-01-24,53,16658,1070,251,12,13801,1205
"MarshallIslands",2021-01-24,53,4,0,0,0,4,0
"Mauritania",2021-01-24,53,16397,358,416,14,15221,717
"Mauritius",2021-01-24,53,556,9,10,0,518,2
"Mexico",2021-01-24,53,1763219,121791,149614,8910,1320448,97340
"Moldova",2021-01-24,53,156202,3348,3361,111,146948,3798
"Monaco",2021-01-24,53,1357,152,9,2,1121,126
"Mongolia",2021-01-24,53,1643,117,2,0,1169,202
"Montenegro",2021-01-24,53,58316,2823,768,23,49637,4289
"Morocco",2021-01-24,53,466289,6618,8150,208,442441,7516
"Mozambique",2021-01-24,53,32418,5867,305,64,20558,1951
"MSZaandam",2021-01-24,53,9,0,2,0,7,0
"Namibia",2021-01-24,53,32425,2062,319,34,30020,3089
"Nepal",2021-01-24,53,269450,2128,2001,42,264137,2693
"Netherlands",2021-01-24,53,962153,36798,13646,539,12428,538
"NewZealand",2021-01-24,53,2288,26,25,0,2199,47
"Nicaragua",2021-01-24,53,6204,52,168,1,4225,0
"Niger",2021-01-24,53,4353,197,151,11,3464,420
"Nigeria",2021-01-24,53,121566,11179,1504,69,97228,7911
"NorthMacedonia",2021-01-24,53,90654,1716,2785,83,78154,4553
"Norway",2021-01-24,53,61082,2431,544,27,17998,0
"Oman",2021-01-24,53,133044,1254,1521,9,126262,2195
"Pakistan",2021-01-24,53,534041,12830,11318,321,488903,13675
"Panama",2021-01-24,53,311244,13225,5063,276,259095,20096
"PapuaNewGuinea",2021-01-24,53,835,1,9,0,790,35
"Paraguay",2021-01-24,53,127652,5492,2618,112,103083,5495
"Peru",2021-01-24,53,1093938,33371,99910,2907,1007748,29676
"Philippines",2021-01-24,53,513619,13042,10242,347,475612,9621
"Poland",2021-01-24,53,1475445,39863,35363,2008,1230446,49120
"Portugal",2021-01-24,53,636190,86389,10469,1608,456491,49562
"Qatar",2021-01-24,53,149019,1742,248,2,144858,1000
"RepublicofKorea",2021-01-24,53,75521,2792,1360,96,62956,4233
"Romania",2021-01-24,53,711010,17366,17776,555,653125,30711
"Russia",2021-01-24,53,3679247,148868,68397,3796,3098505,169250
"Rwanda",2021-01-24,53,12975,1943,174,32,8420,1057
"SaintKittsandNevis",2021-01-24,53,35,1,0,0,33,1
"SaintLucia",2021-01-24,53,810,199,11,3,424,95
"SaintVincentandtheGrenadines",2021-01-24,53,738,260,2,1,134,23
"Samoa",2021-01-24,53,2,0,0,0,2,0
"SanMarino",2021-01-24,53,2874,96,65,0,2615,160
"SaoTomeandPrincipe",2021-01-24,53,1188,46,17,0,997,4
"SaudiArabia",2021-01-24,53,366371,1442,6352,29,357939,1252
"Senegal",2021-01-24,53,24727,1699,575,60,20476,1252
"Serbia",2021-01-24,53,383603,11070,3886,136,0,0
"Seychelles",2021-01-24,53,1033,344,3,2,681,142
"SierraLeone",2021-01-24,53,3139,133,77,0,2210,128
"Singapore",2021-01-24,53,59308,195,29,0,59041,195
"Slovakia",2021-01-24,53,402029,35634,4068,594,189959,21044
"Slovenia",2021-01-24,53,157830,8705,3360,180,135993,13985
