"Country","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered"
"Eritrea",2021-03-31,15,3285,438,10,3,3029,776
"Estonia",2021-03-31,15,106424,40824,902,313,81859,31951
"Eswatini",2021-03-31,15,17337,323,667,15,16528,1852
"Ethiopia",2021-03-31,15,206589,47517,2865,500,158109,23251
"Fiji",2021-03-31,15,67,8,2,0,64,10
"Finland",2021-03-31,15,77452,19780,844,102,46000,0
"France",2021-03-31,15,4705186,889498,95798,9219,301467,39818
"Gabon",2021-03-31,15,19550,4986,118,35,16609,3466
"Gambia",2021-03-31,15,5459,747,165,15,5070,981
"Georgia",2021-03-31,15,281761,11003,3778,268,273167,8053
"Germany",2021-03-31,15,2843644,393349,76589,6437,2539660,280112
"Ghana",2021-03-31,15,90583,6560,743,136,88065,10093
"Greece",2021-03-31,15,263689,72589,8093,1589,93764,0
"Grenada",2021-03-31,15,155,7,1,0,152,5
"Guatemala",2021-03-31,15,193834,19292,6840,447,177235,15724
"Guinea",2021-03-31,15,19908,3916,125,36,16619,1722
"GuineaBissau",2021-03-31,15,3650,388,63,15,2972,359
"Guyana",2021-03-31,15,10249,1664,231,36,9098,1126
"Haiti",2021-03-31,15,12758,328,252,2,11043,1331
"HolySee",2021-03-31,15,27,0,0,0,15,0
"Honduras",2021-03-31,15,189043,18739,4605,454,72732,6219
"HongKong",2021-03-31,15,11467,462,205,6,11095,559
"Hungary",2021-03-31,15,652433,223834,20737,5763,406935,85807
"Iceland",2021-03-31,15,6205,156,29,0,6058,52
"India",2021-03-31,15,12221665,1109424,162927,5770,11474683,688231
"Indonesia",2021-03-31,15,1511712,177078,40858,4692,1348330,205627
"Iran",2021-03-31,15,1885564,254395,62665,2592,1617333,224208
"Iraq",2021-03-31,15,850924,155435,14323,917,759560,123629
"Ireland",2021-03-31,15,235854,16262,4687,368,23364,0
"Israel",2021-03-31,15,833105,57298,6209,457,819665,86481
"Italy",2021-03-31,15,3584899,659634,109346,11647,2913045,507846
"Jamaica",2021-03-31,15,39237,15974,596,174,17598,4188
"Japan",2021-03-31,15,475086,42450,9176,1279,444868,35705
"Jordan",2021-03-31,15,611577,220487,6858,2157,513144,164545
"Kazakhstan",2021-03-31,15,297472,34757,5912,2523,268564,29582
"Kenya",2021-03-31,15,134058,28085,2153,297,92679,6001
"Kosovo",2021-03-31,15,89181,20730,1866,274,74186,14746
"Kuwait",2021-03-31,15,232103,41251,1313,230,216580,37371
"Kyrgyzstan",2021-03-31,15,88538,2287,1500,34,84897,1687
"Laos",2021-03-31,15,49,4,0,0,45,3
"Latvia",2021-03-31,15,102363,16177,1899,281,93631,18376
"Lebanon",2021-03-31,15,468400,93350,6234,1542,370687,79097
"Lesotho",2021-03-31,15,10706,215,315,23,4471,726
"Liberia",2021-03-31,15,2053,43,85,0,1899,15
"Libya",2021-03-31,15,158957,25619,2667,488,147147,26907
"Liechtenstein",2021-03-31,15,2753,105,56,1,2568,84
"Lithuania",2021-03-31,15,216119,16974,3574,330,199023,14238
"Luxembourg",2021-03-31,15,61642,6532,746,109,57092,5605
"Macao",2021-03-31,15,48,0,0,0,48,1
"Madagascar",2021-03-31,15,24426,4595,418,121,21908,2612
"Malawi",2021-03-31,15,33551,1606,1117,73,30272,11398
"Malaysia",2021-03-31,15,345500,44748,1272,137,329623,56207
"Maldives",2021-03-31,15,24079,4286,67,5,21155,3906
"Mali",2021-03-31,15,10042,1666,385,32,6830,428
"Malta",2021-03-31,15,29033,6551,392,77,27812,8365
"MarshallIslands",2021-03-31,15,4,0,0,0,4,0
"Mauritania",2021-03-31,15,17847,640,449,8,17093,530
"Mauritius",2021-03-31,15,1028,418,12,2,643,72
"Mexico",2021-03-31,15,2238887,151949,203210,17495,1773236,139336
"Moldova",2021-03-31,15,230241,44788,4960,1011,207852,41674
"Monaco",2021-03-31,15,2288,332,28,4,2115,405
"Mongolia",2021-03-31,15,8841,5889,8,6,5070,2771
"Montenegro",2021-03-31,15,91218,15384,1274,271,83498,17272
"Morocco",2021-03-31,15,496097,12443,8818,195,483363,14317
"Mozambique",2021-03-31,15,67579,8229,775,134,56409,15313
"MSZaandam",2021-03-31,15,9,0,2,0,7,0
"Namibia",2021-03-31,15,44139,5294,523,99,41848,5587
"Nepal",2021-03-31,15,277309,3166,3030,256,272786,2379
"Netherlands",2021-03-31,15,1292806,189242,16689,1001,16209,1793
"NewZealand",2021-03-31,15,2501,123,26,0,2408,123
"Nicaragua",2021-03-31,15,6677,232,178,5,4225,0
"Niger",2021-03-31,15,5001,261,186,14,4590,340
"Nigeria",2021-03-31,15,162891,7234,2057,150,151648,17880
"NorthMacedonia",2021-03-31,15,130022,27235,3781,644,106979,15746
"Norway",2021-03-31,15,96079,25073,673,51,17998,0
"Oman",2021-03-31,15,159218,17722,1678,108,143966,11507
"Pakistan",2021-03-31,15,672931,91566,14530,1634,605274,58903
"Panama",2021-03-31,15,355051,14136,6114,269,343904,17691
"PapuaNewGuinea",2021-03-31,15,5991,4716,60,48,846,0
"Paraguay",2021-03-31,15,214667,55193,4206,1025,175614,42179
"Peru",2021-03-31,15,1548807,224944,143416,20914,1468457,242462
"Philippines",2021-03-31,15,747288,170936,13297,979,603746,69475
"Poland",2021-03-31,15,2321717,614731,53045,9276,1861925,439096
"Portugal",2021-03-31,15,821722,17160,16848,531,778210,59233
"Qatar",2021-03-31,15,179964,16300,291,33,164121,10500
"RepublicofKorea",2021-03-31,15,103639,13608,1735,130,95439,14369
"Romania",2021-03-31,15,952803,150809,23538,3188,850672,110320
"Russia",2021-03-31,15,4494234,295834,97219,12519,4118709,349684
"Rwanda",2021-03-31,15,21783,2933,307,46,20182,2869
"SaintKittsandNevis",2021-03-31,15,44,3,0,0,43,3
"SaintLucia",2021-03-31,15,4238,848,60,25,4142,1129
"SaintVincentandtheGrenadines",2021-03-31,15,1748,192,10,2,1587,655
"Samoa",2021-03-31,15,3,0,0,0,2,0
"SanMarino",2021-03-31,15,4732,1016,84,10,4128,871
"SaoTomeandPrincipe",2021-03-31,15,2223,437,34,5,2092,710
"SaudiArabia",2021-03-31,15,390007,12624,6669,175,378083,9778
"Senegal",2021-03-31,15,38705,4185,1051,179,37321,8427
"Serbia",2021-03-31,15,600596,141337,5308,865,0,0
"Seychelles",2021-03-31,15,4114,1522,20,9,3745,1458
"SierraLeone",2021-03-31,15,3980,93,79,0,2812,191
"Singapore",2021-03-31,15,60381,445,30,1,60149,326
"Slovakia",2021-03-31,15,707876,119205,9719,2530,255300,0
"Slovenia",2021-03-31,15,215602,25521,4047,211,198524,23314
"SolomonIslands",2021-03-31,15,19,1,0,0,18,4
"Somalia",2021-03-31,15,11398,4141,529,290,4819,1011
"SouthAfrica",2021-03-31,15,1548157,34764,52846,2853,1474319,44060
"SouthSudan",2021-03-31,15,10165,2239,109,16,9668,5451
"Spain",2021-03-31,15,3284353,95800,75459,6317,150376,0
"SriLanka",2021-03-31,15,92706,9612,568,104,89251,10304
"Sudan",2021-03-31,15,31833,1486,2063,183,24214,1307
"Suriname",2021-03-31,15,9122,193,177,5,8598,192
"Sweden",2021-03-31,15,804886,147577,13465,639,0,0
"Switzerland",2021-03-31,15,601124,46192,10297,281,317600,0
"Syria",2021-03-31,15,18909,3321,1265,238,12731,2930
"Taiwan",2021-03-31,15,1030,75,10,1,981,62
"Tajikistan",2021-03-31,15,13714,0,91,0,13218,0
"Tanzania",2021-03-31,15,509,0,21,0,183,0
"Thailand",2021-03-31,15,28863,2832,94,11,26873,1549
"TimorLeste",2021-03-31,15,604,491,0,0,189,99
"Togo",2021-03-31,15,10249,3348,109,25,7815,2155
"TrinidadandTobago",2021-03-31,15,8026,313,142,3,7615,149
"Tunisia",2021-03-31,15,254018,20741,8812,811,217293,19287
"Turkey",2021-03-31,15,3317182,615594,31537,2968,3014226,441992
"Uganda",2021-03-31,15,40867,510,335,1,40449,25783
"Ukraine",2021-03-31,15,1725029,329501,34456,7052,1360944,148149
"UnitedArabEmirates",2021-03-31,15,461444,69920,1497,276,445355,64130
"UnitedKingdom",2021-03-31,15,4359982,171155,126955,3872,13073,1430
"Uruguay",2021-03-31,15,105549,47555,974,366,83380,33341
"US",2021-03-31,15,30532817,1814149,551455,37263,0,0
"Uzbekistan",2021-03-31,15,82869,2943,629,7,80983,2487
"Vanuatu",2021-03-31,15,3,2,0,0,1,0
"Venezuela",2021-03-31,15,160497,21381,1602,258,147846,17012
"Vietnam",2021-03-31,15,2603,155,35,0,2359,483
"WestBankandGaza",2021-03-31,15,242353,58741,2627,585,215429,48493
"Yemen",2021-03-31,15,4357,2072,888,254,1676,241
"Zambia",2021-03-31,15,88418,9884,1208,117,84592,10094
"Zimbabwe",2021-03-31,15,36882,793,1523,60,34686,2020
"Afghanistan",2021-04-30,16,59745,3291,2625,141,53206,1656
"Albania",2021-04-30,16,131085,5928,2394,159,109338,18067
"Algeria",2021-04-30,16,122108,4916,3253,160,85108,3570
"Andorra",2021-04-30,16,13232,1222,125,10,12684,1369
"Angola",2021-04-30,16,26652,4341,596,59,23876,3383
"AntiguaandBarbuda",2021-04-30,16,1232,96,32,4,1014,194
"Argentina",2021-04-30,16,2977363,628542,63865,8007,2634306,531690
"Armenia",2021-04-30,16,216064,23425,4108,593,198135,25071
"Australia",2021-04-30,16,29811,489,910,1,23294,282
"Austria",2021-04-30,16,618870,72641,10205,866,584777,83661
"Azerbaijan",2021-04-30,16,319109,57396,4517,950,289460,51335
"Bahamas",2021-04-30,16,10453,1334,199,11,9494,897
"Bahrain",2021-04-30,16,176934,32489,646,125,165928,30613
"Bangladesh",2021-04-30,16,759132,147837,11450,2404,681426,139327
"Barbados",2021-04-30,16,3855,203,44,2,3768,303
"Belarus",2021-04-30,16,358738,36931,2542,295,349013,36693
"Belgium",2021-04-30,16,990229,107776,24230,1214,0,0
"Belize",2021-04-30,16,12668,212,323,6,12218,128
"Benin",2021-04-30,16,7821,721,99,9,7580,1128
"Bhutan",2021-04-30,16,1074,201,1,0,961,92
"Bolivia",2021-04-30,16,303732,31321,12951,694,250380,28418
"BosniaandHerzegovina",2021-04-30,16,198461,28835,8551,1952,159223,28731
"Botswana",2021-04-30,16,46934,7086,712,144,44960,8002
"Brazil",2021-04-30,16,14675104,1911712,404530,82392,12991951,1810580
"Brunei",2021-04-30,16,224,12,3,0,215,21
"Bulgaria",2021-04-30,16,404380,61747,16399,3202,339534,79973
"BurkinaFaso",2021-04-30,16,13310,593,157,11,13043,658
"Burma",2021-04-30,16,142817,383,3209,3,131966,166
"Burundi",2021-04-30,16,3995,1185,6,0,773,0
"Cambodia",2021-04-30,16,13402,10962,93,82,5152,3961
"Cameroon",2021-04-30,16,72250,24581,1107,386,35261,0
"Canada",2021-04-30,16,1229305,239812,24220,1260,1125237,206656
"CapeVerde",2021-04-30,16,23882,6412,217,49,20565,4288
"CentralAfricanRepublic",2021-04-30,16,6411,1250,88,21,5112,155
"Chad",2021-04-30,16,4817,284,170,6,4423,283
"Chile",2021-04-30,16,1198245,202707,26353,3218,1129347,198077
"China",2021-04-30,16,90671,454,4636,0,85710,316
"Colombia",2021-04-30,16,2859724,453347,73720,10298,2669308,383793
"Comoros",2021-04-30,16,3834,138,146,0,3674,149
"Congo",2021-04-30,16,10678,997,144,9,8208,0
"CostaRica",2021-04-30,16,250991,34227,3231,274,203009,10310
"CotedIvoire",2021-04-30,16,46036,2147,286,42,45526,5272
"Croatia",2021-04-30,16,332183,60551,7081,1134,310595,56216
"Cuba",2021-04-30,16,106707,31444,644,220,100603,29989
"Cyprus",2021-04-30,16,66202,20097,309,52,39061,37004
"Czechia",2021-04-30,16,1630758,98426,29267,2846,1549439,182978
"DemocraticRepublicoftheCongo",2021-04-30,16,29853,1711,766,23,26219,775
"Denmark",2021-04-30,16,251249,19954,2484,64,238450,18774
"DiamondPrincess",2021-04-30,16,712,0,13,0,699,0
"Djibouti",2021-04-30,16,11100,3098,143,73,10708,4248
"Dominica",2021-04-30,16,174,13,0,0,172,19
"DominicanRepublic",2021-04-30,16,266561,13834,3480,155,226392,14236
"Ecuador",2021-04-30,16,381862,53107,18631,1784,318598,36914
"Egypt",2021-04-30,16,227552,25421,13339,1344,170773,16079
"ElSalvador",2021-04-30,16,69198,4472,2124,118,64876,3236
"EquatorialGuinea",2021-04-30,16,7694,780,112,10,7279,784
"Eritrea",2021-04-30,16,3671,386,10,0,3492,463
"Estonia",2021-04-30,16,122019,15595,1161,259,111274,29415
"Eswatini",2021-04-30,16,18458,1121,671,4,17743,1215
"Ethiopia",2021-04-30,16,257442,50853,3688,823,198862,40753
"Fiji",2021-04-30,16,117,50,2,0,65,1
"Finland",2021-04-30,16,86808,9356,914,70,46000,0
"France",2021-04-30,16,5677829,972643,104676,8878,346480,45013
"Gabon",2021-04-30,16,23075,3525,139,21,19629,3020
"Gambia",2021-04-30,16,5898,439,174,9,5357,287
"Georgia",2021-04-30,16,310310,28549,4110,332,290767,17600
"Germany",2021-04-30,16,3405365,561721,83097,6508,3008640,468980
"Ghana",2021-04-30,16,92562,1979,779,36,90196,2131
"Greece",2021-04-30,16,345033,81344,10381,2288,93764,0
"Grenada",2021-04-30,16,160,5,1,0,158,6
"Guatemala",2021-04-30,16,227671,33837,7524,684,202843,25608
"Guinea",2021-04-30,16,22215,2307,144,19,19670,3051
"GuineaBissau",2021-04-30,16,3734,84,67,4,3315,343
"Guyana",2021-04-30,16,13283,3034,296,65,11208,2110
"Haiti",2021-04-30,16,13056,298,254,2,12148,1105
"HolySee",2021-04-30,16,27,0,0,0,15,0
"Honduras",2021-04-30,16,212333,23290,5281,676,78623,5891
"HongKong",2021-04-30,16,11774,307,209,4,11416,321
"Hungary",2021-04-30,16,779348,126915,27540,6803,510379,103444
"Iceland",2021-04-30,16,6472,267,29,0,6253,195
"India",2021-04-30,16,19164969,6943304,211853,48926,15684406,4209723
"Indonesia",2021-04-30,16,1668368,156656,45521,4663,1522634,174304
"Iran",2021-04-30,16,2499077,613513,71758,9093,1954321,336988
"Iraq",2021-04-30,16,1065199,214275,15465,1142,942046,182486
"Ireland",2021-04-30,16,248870,13016,4903,216,23364,0
"Israel",2021-04-30,16,838481,5376,6363,154,830625,10960
"Italy",2021-04-30,16,4022653,437754,120807,11461,3465576,552531
"Jamaica",2021-04-30,16,45578,6341,778,182,21059,3461
"Japan",2021-04-30,16,592771,117685,10243,1067,518891,74023
"Jordan",2021-04-30,16,711373,99796,8836,1978,682503,169359
"Kazakhstan",2021-04-30,16,375539,78067,6561,649,328532,59968
"Kenya",2021-04-30,16,159318,25260,2724,571,108565,15886
"Kosovo",2021-04-30,16,103638,14457,2134,268,91211,17025
"Kuwait",2021-04-30,16,273991,41888,1563,250,257261,40681
"Kyrgyzstan",2021-04-30,16,95275,6737,1604,104,89191,4294
"Laos",2021-04-30,16,757,708,0,0,51,6
"Latvia",2021-04-30,16,118558,16195,2131,232,107701,14070
"Lebanon",2021-04-30,16,526578,58178,7278,1044,461122,90435
"Lesotho",2021-04-30,16,10731,25,316,1,6267,1796
"Liberia",2021-04-30,16,2099,46,85,0,1949,50
"Libya",2021-04-30,16,177508,18551,3029,362,163191,16044
"Liechtenstein",2021-04-30,16,3021,268,56,0,2792,224
"Lithuania",2021-04-30,16,247269,31150,3923,349,222436,23413
"Luxembourg",2021-04-30,16,67205,5563,796,50,63661,6569
"Macao",2021-04-30,16,49,1,0,0,49,1
"Madagascar",2021-04-30,16,37014,12588,643,225,31570,9662
"Malawi",2021-04-30,16,34078,527,1148,31,32051,1779
"Malaysia",2021-04-30,16,408713,63213,1506,234,377979,48356
"Maldives",2021-04-30,16,29835,5756,73,6,24775,3620
"Mali",2021-04-30,16,13858,3816,484,99,8560,1730
"Malta",2021-04-30,16,30292,1259,413,21,29548,1736
"MarshallIslands",2021-04-30,16,4,0,0,0,4,0
"Mauritania",2021-04-30,16,18402,555,455,6,17687,594
"Mauritius",2021-04-30,16,1209,181,17,5,1084,441
"Mexico",2021-04-30,16,2344755,105868,216907,13697,1864914,91678
"Moldova",2021-04-30,16,250837,20596,5812,852,239914,32062
"Monaco",2021-04-30,16,2454,166,32,4,2368,253
"Mongolia",2021-04-30,16,37285,28444,115,107,20681,15611
"Montenegro",2021-04-30,16,97389,6171,1495,221,93531,10033
"Morocco",2021-04-30,16,511249,15152,9023,205,497621,14258
"Mozambique",2021-04-30,16,69917,2338,814,39,65913,9504
"MSZaandam",2021-04-30,16,9,0,2,0,7,0
"Namibia",2021-04-30,16,48351,4212,642,119,46021,4173
"Nepal",2021-04-30,16,323187,45878,3279,249,281095,8309
"Netherlands",2021-04-30,16,1522973,230167,17398,709,25632,9423
"NewZealand",2021-04-30,16,2613,112,26,0,2564,156
"Nicaragua",2021-04-30,16,6898,221,182,4,4225,0
"Niger",2021-04-30,16,5228,227,191,5,4851,261
"Nigeria",2021-04-30,16,165110,2219,2063,6,155101,3453
"NorthMacedonia",2021-04-30,16,152367,22345,4855,1074,132765,25786
"Norway",2021-04-30,16,112970,16891,756,83,17998,0
"Oman",2021-04-30,16,193253,34035,2010,332,173123,29157
"Pakistan",2021-04-30,16,825519,152588,17957,3427,717009,111735
"Panama",2021-04-30,16,364576,9525,6232,118,354385,10481
"PapuaNewGuinea",2021-04-30,16,10997,5006,107,47,8943,8097
"Paraguay",2021-04-30,16,279077,64410,6385,2179,229519,53905
"Peru",2021-04-30,16,1799445,250638,166701,23285,1736183,267726
"Philippines",2021-04-30,16,1037460,290172,17234,3937,946318,342572
"Poland",2021-04-30,16,2792142,470425,67502,14457,2496810,634885
"Portugal",2021-04-30,16,836493,14771,16974,126,795838,17628
"Qatar",2021-04-30,16,205652,25688,458,167,189544,25423
"RepublicofKorea",2021-04-30,16,122634,18995,1831,96,112337,16898
"Romania",2021-04-30,16,1055265,102462,28109,4571,989393,138721
"Russia",2021-04-30,16,4750755,256521,108290,11071,4377504,258795
"Rwanda",2021-04-30,16,25116,3333,335,28,23234,3052
"SaintKittsandNevis",2021-04-30,16,44,0,0,0,44,1
"SaintLucia",2021-04-30,16,4552,314,74,14,4363,221
"SaintVincentandtheGrenadines",2021-04-30,16,1864,116,11,1,1715,128
"Samoa",2021-04-30,16,3,0,0,0,2,0
"SanMarino",2021-04-30,16,5060,328,90,6,4917,789
"SaoTomeandPrincipe",2021-04-30,16,2302,79,35,1,2241,149
"SaudiArabia",2021-04-30,16,417363,27356,6957,288,400580,22497
"Senegal",2021-04-30,16,40344,1639,1107,56,39083,1762
"Serbia",2021-04-30,16,689557,88961,6362,1054,0,0
"Seychelles",2021-04-30,16,5838,1724,27,7,5101,1356
"SierraLeone",2021-04-30,16,4054,74,79,0,3076,264
"Singapore",2021-04-30,16,61145,764,30,0,60751,602
"Slovakia",2021-04-30,16,754078,46202,11684,1965,255300,0
"Slovenia",2021-04-30,16,240292,24690,4250,203,226647,28123
"SolomonIslands",2021-04-30,16,20,1,0,0,20,2
"Somalia",2021-04-30,16,13915,2517,713,184,5847,1028
"SouthAfrica",2021-04-30,16,1581210,33053,54350,1504,1505620,31301
"SouthSudan",2021-04-30,16,10583,418,115,6,10312,644
"Spain",2021-04-30,16,3524077,239724,78216,2757,150376,0
"SriLanka",2021-04-30,16,108146,15440,678,110,95975,6724
"Sudan",2021-04-30,16,33944,2111,2349,286,26795,2581
"Suriname",2021-04-30,16,10363,1241,204,27,9336,738
"Sweden",2021-04-30,16,973604,168718,14048,583,0,0
"Switzerland",2021-04-30,16,659974,58850,10555,258,317600,0
"Syria",2021-04-30,16,22733,3824,1592,327,16821,4090
"Taiwan",2021-04-30,16,1128,98,12,2,1053,72
"Tajikistan",2021-04-30,16,13714,0,91,0,13218,0
"Tanzania",2021-04-30,16,509,0,21,0,183,0
"Thailand",2021-04-30,16,65153,36290,203,109,26873,0
"TimorLeste",2021-04-30,16,2276,1672,3,3,1209,1020
"Togo",2021-04-30,16,12967,2718,123,14,11140,3325
"TrinidadandTobago",2021-04-30,16,10824,2798,169,27,8481,866
"Tunisia",2021-04-30,16,309119,55101,10722,1910,259957,42664
"Turkey",2021-04-30,16,4820591,1503409,40131,8594,4323897,1309671
"Uganda",2021-04-30,16,41866,999,342,7,41422,973
"Ukraine",2021-04-30,16,2124070,399041,45923,11467,1705967,345023
"UnitedArabEmirates",2021-04-30,16,520236,58792,1587,90,500779,55424
"UnitedKingdom",2021-04-30,16,4432246,72264,127775,820,14683,1610
"Uruguay",2021-04-30,16,198428,92879,2616,1642,167823,84443
"US",2021-04-30,16,32424119,1891302,575347,23892,0,0
"Uzbekistan",2021-04-30,16,90808,7939,649,20,87067,6084
"Vanuatu",2021-04-30,16,4,1,1,1,3,2
"Venezuela",2021-04-30,16,197683,37186,2136,534,179200,31354
"Vietnam",2021-04-30,16,2928,325,35,0,2516,157
"WestBankandGaza",2021-04-30,16,296462,54109,3249,622,272333,56904
"Yemen",2021-04-30,16,6317,1960,1226,338,2751,1075
"Zambia",2021-04-30,16,91586,3168,1251,43,89933,5341
"Zimbabwe",2021-04-30,16,38257,1375,1567,44,35612,926
"Afghanistan",2021-05-31,17,71838,12093,2944,319,57629,4423
"Albania",2021-05-31,17,132315,1230,2451,57,129431,20093
"Algeria",2021-05-31,17,128913,6805,3472,219,89839,4731
"Andorra",2021-05-31,17,13727,495,127,2,13458,774
"Angola",2021-05-31,17,34551,7899,766,170,28079,4203
"AntiguaandBarbuda",2021-05-31,17,1260,28,42,10,1213,199
"Argentina",2021-05-31,17,3781784,804421,78093,14228,3350602,716296
"Armenia",2021-05-31,17,222670,6606,4438,330,213208,15073
"Australia",2021-05-31,17,30118,307,910,0,23583,289
"Austria",2021-05-31,17,644815,25945,10603,398,628856,44079
"Azerbaijan",2021-05-31,17,333956,14847,4913,396,324565,35105
"Bahamas",2021-05-31,17,11796,1343,230,31,10730,1236
"Bahrain",2021-05-31,17,240531,63597,980,334,211024,45096
"Bangladesh",2021-05-31,17,800540,41408,12619,1169,740372,58946
"Barbados",2021-05-31,17,4017,162,47,3,3922,154
"Belarus",2021-05-31,17,394439,35701,2851,309,385382,36369
"Belgium",2021-05-31,17,1062001,71772,24955,725,0,0
"Belize",2021-05-31,17,12809,141,324,1,12408,190
"Benin",2021-05-31,17,8058,237,101,2,7893,313
"Bhutan",2021-05-31,17,1620,546,1,0,1308,347
"Bolivia",2021-05-31,17,371279,67547,14524,1573,295273,44893
"BosniaandHerzegovina",2021-05-31,17,204012,5551,9253,702,175081,15858
"Botswana",2021-05-31,17,54973,8039,849,137,51259,6299
"Brazil",2021-05-31,17,16557888,1882784,463244,58714,14586009,1594058
"Brunei",2021-05-31,17,242,18,3,0,228,13
"Bulgaria",2021-05-31,17,418577,14197,17700,1301,382183,42649
"BurkinaFaso",2021-05-31,17,13434,124,166,9,13255,212
"Burma",2021-05-31,17,143629,812,3217,8,132319,353
"Burundi",2021-05-31,17,4790,795,6,0,773,0
"Cambodia",2021-05-31,17,30094,16692,214,121,22636,17484
"Cameroon",2021-05-31,17,78929,6679,1275,168,35261,0
"Canada",2021-05-31,17,1389814,160509,25548,1328,1331521,206284
"CapeVerde",2021-05-31,17,30439,6557,264,47,28710,8145
"CentralAfricanRepublic",2021-05-31,17,7091,680,98,10,6859,1747
"Chad",2021-05-31,17,4931,114,173,3,4746,323
"Chile",2021-05-31,17,1384346,186101,29300,2947,1309040,179693
"China",2021-05-31,17,91122,451,4636,0,86149,439
"Colombia",2021-05-31,17,3406456,546732,88774,15054,3169573,500265
"Comoros",2021-05-31,17,3881,47,146,0,3719,45
"Congo",2021-05-31,17,11658,980,153,9,8208,0
"CostaRica",2021-05-31,17,318986,67995,4041,810,243495,40486
"CotedIvoire",2021-05-31,17,47292,1256,305,19,46702,1176
"Croatia",2021-05-31,17,356181,23998,8026,945,346220,35625
"Cuba",2021-05-31,17,142266,35559,958,314,135216,34613
"Cyprus",2021-05-31,17,73483,7281,361,52,39061,0
"Czechia",2021-05-31,17,1661272,30514,30108,841,1620098,70659
"DemocraticRepublicoftheCongo",2021-05-31,17,31651,1798,782,16,27665,1446
"Denmark",2021-05-31,17,281985,30736,2517,33,266182,27732
"DiamondPrincess",2021-05-31,17,712,0,13,0,699,0
"Djibouti",2021-05-31,17,11533,433,154,11,11369,661
"Dominica",2021-05-31,17,188,14,0,0,186,14
"DominicanRepublic",2021-05-31,17,292786,26225,3628,148,241596,15204
"Ecuador",2021-05-31,17,426037,44175,20572,1941,375151,56553
"Egypt",2021-05-31,17,262650,35098,15096,1757,192112,21339
"ElSalvador",2021-05-31,17,73702,4504,2249,125,68803,3927
"EquatorialGuinea",2021-05-31,17,8529,835,118,6,8146,867
"Eritrea",2021-05-31,17,4094,423,14,4,3853,361
"Estonia",2021-05-31,17,129544,7525,1252,91,123073,11799
"Eswatini",2021-05-31,17,18595,137,673,2,17874,131
"Ethiopia",2021-05-31,17,271541,14099,4165,477,238734,39872
"Fiji",2021-05-31,17,438,321,4,2,167,102
"Finland",2021-05-31,17,92488,5680,956,42,46000,0
"France",2021-05-31,17,5728909,51080,109693,5017,391670,45190
"Gabon",2021-05-31,17,24429,1354,152,13,22118,2489
"Gambia",2021-05-31,17,5993,95,179,5,5780,423
"Georgia",2021-05-31,17,343963,33653,4773,663,327618,36851
"Germany",2021-05-31,17,3689921,284556,88601,5504,3498580,489940
"Ghana",2021-05-31,17,93898,1336,785,6,91961,1765
"Greece",2021-05-31,17,402306,57273,12095,1714,93764,0
"Grenada",2021-05-31,17,161,1,1,0,160,2
"Guatemala",2021-05-31,17,254417,26746,8165,641,233595,30752
"Guinea",2021-05-31,17,23177,962,161,17,20974,1304
"GuineaBissau",2021-05-31,17,3766,32,68,1,3518,203
"Guyana",2021-05-31,17,16952,3669,389,93,14522,3314
"Haiti",2021-05-31,17,14351,1295,309,55,12541,393
"HolySee",2021-05-31,17,27,0,0,0,27,12
"Honduras",2021-05-31,17,238227,25894,6353,1072,84889,6266
"HongKong",2021-05-31,17,11841,67,210,1,11572,156
"Hungary",2021-05-31,17,804538,25190,29733,2193,700236,189857
"Iceland",2021-05-31,17,6576,104,30,1,6476,223
"India",2021-05-31,17,28175044,9010075,331895,120042,25947629,10263223
"Indonesia",2021-05-31,17,1821703,153335,50578,5057,1669119,146485
"Iran",2021-05-31,17,2913136,414059,80156,8398,2458684,504363
"Iraq",2021-05-31,17,1201352,136153,16375,910,1116456,174410
"Ireland",2021-05-31,17,262043,13173,4941,38,23364,0
"Israel",2021-05-31,17,839475,994,6412,49,832607,1982
"Italy",2021-05-31,17,4217821,195168,126128,5321,3858019,392443
"Jamaica",2021-05-31,17,48557,2979,948,170,25298,4239
"Japan",2021-05-31,17,746487,153716,13059,2816,675721,156830
"Jordan",2021-05-31,17,736534,25161,9462,626,715796,33293
"Kazakhstan",2021-05-31,17,442935,67396,7321,760,409199,80667
"Kenya",2021-05-31,17,170735,11417,3172,448,116847,8282
"Kiribati",2021-05-31,17,2,2,0,0,0,0
"Kosovo",2021-05-31,17,107002,3364,2248,114,102750,11539
"Kuwait",2021-05-31,17,309222,35231,1772,209,293899,36638
"Kyrgyzstan",2021-05-31,17,104729,9454,1808,204,98544,9353
"Laos",2021-05-31,17,1912,1155,3,3,1543,1492
"Latvia",2021-05-31,17,133199,14641,2376,245,125712,18011
"Lebanon",2021-05-31,17,540388,13810,7729,451,519779,58657
"Lesotho",2021-05-31,17,10831,100,326,10,6434,167
"Liberia",2021-05-31,17,2179,80,86,1,2040,91
"Libya",2021-05-31,17,185776,8268,3126,97,171874,8683
"Liechtenstein",2021-05-31,17,3103,82,57,1,2933,141
"Lithuania",2021-05-31,17,274383,27114,4266,343,254747,32311
"Luxembourg",2021-05-31,17,69932,2727,815,19,68240,4579
"Macao",2021-05-31,17,51,2,0,0,49,0
"Madagascar",2021-05-31,17,41342,4328,839,196,40363,8793
